source_config,condition,target_config,forced_value,relationship_type,file,line,function,code_snippet
jpeg_decompress_struct.out_color_space,== JCS_EXT_ARGB,jpeg_decompress_struct.out_color_components,rgb_pixelsize[cinfo->out_color_space],CASCADE,jdmaster.c,334,jpeg_calc_output_dimensions,switch(out_color_space) case JCS_EXT_ARGB
jpeg_decompress_struct.out_color_space,== JCS_RGB565,jpeg_decompress_struct.out_color_components,3,CASCADE,jdmaster.c,334,jpeg_calc_output_dimensions,switch(out_color_space) case JCS_RGB565
jpeg_decompress_struct.out_color_space,== JCS_YCCK,jpeg_decompress_struct.out_color_components,4,CASCADE,jdmaster.c,334,jpeg_calc_output_dimensions,switch(out_color_space) case JCS_YCCK
jpeg_decompress_struct.out_color_space,== default,jpeg_decompress_struct.out_color_components,cinfo->num_components,CASCADE,jdmaster.c,334,jpeg_calc_output_dimensions,switch(out_color_space) case default
jpeg_decompress_struct.out_color_space,== JCS_GRAYSCALE,put_pixel_rows,put_gray_rows,AGGREGATION,wrbmp.c,495,,if (cinfo->out_color_space == JCS_GRAYSCALE) {     dest->pub.put_pixel_rows = put_gray_rows;   } else if (IsExtRGB(cinfo->out_color_space)) {     if (cinfo->quantize_colors)       dest->pub.put_pixel_
jpeg_decompress_struct.out_color_space,== JCS_CMYK,put_pixel_rows,put_cmyk,AGGREGATION,wrppm.c,356,,if (cinfo->out_color_space == JCS_CMYK)         dest->pub.put_pixel_rows = put_cmyk;       else         dest->pub.put_pixel_rows = copy_pixel_rows;
jpeg_decompress_struct.out_color_space,== JCS_GRAYSCALE,put_pixel_rows,put_demapped_gray,AGGREGATION,wrppm.c,360,,if (cinfo->out_color_space == JCS_GRAYSCALE)       dest->pub.put_pixel_rows = put_demapped_gray;     else       dest->pub.put_pixel_rows = put_demapped_rgb;
jpeg_decompress_struct.out_color_space,== JCS_GRAYSCALE,put_pixel_rows,put_demapped_gray,AGGREGATION,wrtarga.c,164,,"if (cinfo->out_color_space == JCS_GRAYSCALE) {     /* Targa doesn't have a mapped grayscale format, so we will */     /* demap quantized gray output.  Never emit a colormap. */     write_header(cinfo,"
jpeg_decompress_struct.out_color_space,== JCS_GRAYSCALE,put_pixel_rows,put_gray_rows,AGGREGATION,wrtarga.c,164,,"if (cinfo->out_color_space == JCS_GRAYSCALE) {     /* Targa doesn't have a mapped grayscale format, so we will */     /* demap quantized gray output.  Never emit a colormap. */     write_header(cinfo,"
jpeg_decompress_struct.out_color_space,== JCS_RGB,put_pixel_rows,put_gray_rows,AGGREGATION,wrtarga.c,172,,"if (cinfo->out_color_space == JCS_RGB) {     if (cinfo->quantize_colors) {       /* We only support 8-bit colormap indexes, so only 256 colors */       num_colors = cinfo->actual_number_of_colors;    "
jpeg_decompress_struct.out_color_space,== JCS_RGB,put_pixel_rows,put_pixel_rows,AGGREGATION,wrtarga.c,172,,"if (cinfo->out_color_space == JCS_RGB) {     if (cinfo->quantize_colors) {       /* We only support 8-bit colormap indexes, so only 256 colors */       num_colors = cinfo->actual_number_of_colors;    "
jpeg_decompress_struct.out_color_space,== JCS_RGB565,row_width,dest->data_width = cinfo->output_width * 3,AGGREGATION,wrbmp.c,514,,if (cinfo->out_color_space == JCS_RGB565) {     row_width = cinfo->output_width * 2;     dest->row_width = dest->data_width = cinfo->output_width * 3;     while ((row_width & 3) != 0) row_width++;   }
jpeg_decompress_struct.out_color_space,== JCS_GRAYSCALE,samples_per_row,cinfo->output_width * cinfo->out_color_components,AGGREGATION,wrppm.c,296,,if (cinfo->out_color_space == JCS_GRAYSCALE)     dest->samples_per_row = cinfo->output_width * cinfo->out_color_components;   else     dest->samples_per_row = cinfo->output_width * 3;
jpeg_decompress_struct.out_color_space,== JCS_RGB565,upmethod,h2v2_merged_upsample_565D,AGGREGATION,jdmerge.c,561,jinit_merged_upsampler,if (cinfo->out_color_space == JCS_RGB565) {       if (cinfo->dither_mode != JDITHER_NONE) {         upsample->upmethod = h2v2_merged_upsample_565D;       } else {         upsample->upmethod = h2v2_mer
jpeg_decompress_struct.out_color_space,== JCS_RGB565,upmethod,h2v2_merged_upsample_565,AGGREGATION,jdmerge.c,561,jinit_merged_upsampler,if (cinfo->out_color_space == JCS_RGB565) {       if (cinfo->dither_mode != JDITHER_NONE) {         upsample->upmethod = h2v2_merged_upsample_565D;       } else {         upsample->upmethod = h2v2_mer
jpeg_decompress_struct.out_color_space,== JCS_RGB565,upmethod,h2v1_merged_upsample_565D,AGGREGATION,jdmerge.c,580,jinit_merged_upsampler,if (cinfo->out_color_space == JCS_RGB565) {       if (cinfo->dither_mode != JDITHER_NONE) {         upsample->upmethod = h2v1_merged_upsample_565D;       } else {         upsample->upmethod = h2v1_mer
jpeg_decompress_struct.out_color_space,== JCS_RGB565,upmethod,h2v1_merged_upsample_565,AGGREGATION,jdmerge.c,580,jinit_merged_upsampler,if (cinfo->out_color_space == JCS_RGB565) {       if (cinfo->dither_mode != JDITHER_NONE) {         upsample->upmethod = h2v1_merged_upsample_565D;       } else {         upsample->upmethod = h2v1_mer
jpeg_decompress_struct.output_height,== yoffset + info->crop_height - dtemp,drop_height,(info->crop_height - dtemp + itemp - 1) / itemp,DIRECT_OVERRIDE,transupp.c,1661,jtransform_request_workspace,if (yoffset + info->crop_height - dtemp == info->output_height)         /* Matching bottom edge: include partial iMCU */         info->drop_height = (info->crop_height - dtemp + itemp - 1) / itemp;   
jpeg_decompress_struct.output_height,>= (unsigned long long)cinfo->output_scanline + num_lines,eoi_reached,TRUE,DIRECT_OVERRIDE,jdapistd.c,509,,if ((unsigned long long)cinfo->output_scanline + num_lines >=       cinfo->output_height) {     num_lines = cinfo->output_height - cinfo->output_scanline;     cinfo->output_scanline = cinfo->output_he
jpeg_decompress_struct.output_height,>= (unsigned long long)cinfo->output_scanline + num_lines,jpeg_decompress_struct.output_scanline,cinfo->output_height,DIRECT_OVERRIDE,jdapistd.c,509,,if ((unsigned long long)cinfo->output_scanline + num_lines >=       cinfo->output_height) {     num_lines = cinfo->output_height - cinfo->output_scanline;     cinfo->output_scanline = cinfo->output_he
jpeg_decompress_struct.output_width,== xoffset + info->crop_width - dtemp,drop_width,(info->crop_width - dtemp + itemp - 1) / itemp,DIRECT_OVERRIDE,transupp.c,1651,jtransform_request_workspace,if (xoffset + info->crop_width - dtemp == info->output_width)         /* Matching right edge: include partial iMCU */         info->drop_width = (info->crop_width - dtemp + itemp - 1) / itemp;       e
jpeg_decompress_struct.quantize_colors,&& cinfo->colormap == NULL,is_dummy_pass,TRUE,AGGREGATION,jdmaster.c,792,prepare_for_output_pass,if (cinfo->quantize_colors && cinfo->colormap == NULL) {       /* Select new quantization method */       if (cinfo->two_pass_quantize && cinfo->enable_2pass_quant) {         cinfo->cquantize = master
jpeg_decompress_struct.quantize_colors,&& cinfo->colormap == NULL,jpeg_decompress_struct.cquantize,master->quantizer_2pass,AGGREGATION,jdmaster.c,792,prepare_for_output_pass,if (cinfo->quantize_colors && cinfo->colormap == NULL) {       /* Select new quantization method */       if (cinfo->two_pass_quantize && cinfo->enable_2pass_quant) {         cinfo->cquantize = master
jpeg_decompress_struct.quantize_colors,&& cinfo->colormap == NULL,jpeg_decompress_struct.cquantize,master->quantizer_1pass,AGGREGATION,jdmaster.c,792,prepare_for_output_pass,if (cinfo->quantize_colors && cinfo->colormap == NULL) {       /* Select new quantization method */       if (cinfo->two_pass_quantize && cinfo->enable_2pass_quant) {         cinfo->cquantize = master
jpeg_decompress_struct.scale_denom,<= cinfo->scale_num * DCTSIZE,_min_DCT_h_scaled_size,1,DIRECT_OVERRIDE,jdmaster.c,107,jpeg_core_output_dimensions,"if (cinfo->scale_num * DCTSIZE <= cinfo->scale_denom) {       /* Provide 1/block_size scaling */       cinfo->output_width = (JDIMENSION)         jdiv_round_up((long)cinfo->image_width, (long)DCTSIZE)"
jpeg_decompress_struct.scale_denom,<= cinfo->scale_num * DCTSIZE,_min_DCT_v_scaled_size,1,DIRECT_OVERRIDE,jdmaster.c,107,jpeg_core_output_dimensions,"if (cinfo->scale_num * DCTSIZE <= cinfo->scale_denom) {       /* Provide 1/block_size scaling */       cinfo->output_width = (JDIMENSION)         jdiv_round_up((long)cinfo->image_width, (long)DCTSIZE)"
jpeg_decompress_struct.scale_denom,<= cinfo->scale_num * DCTSIZE,jpeg_decompress_struct.output_height,"(JDIMENSION)
        jdiv_round_up((long)cinfo->image_height, (long)DCTSIZE)",DIRECT_OVERRIDE,jdmaster.c,107,jpeg_core_output_dimensions,"if (cinfo->scale_num * DCTSIZE <= cinfo->scale_denom) {       /* Provide 1/block_size scaling */       cinfo->output_width = (JDIMENSION)         jdiv_round_up((long)cinfo->image_width, (long)DCTSIZE)"
jpeg_decompress_struct.scale_denom,<= cinfo->scale_num * DCTSIZE,jpeg_decompress_struct.output_width,"(JDIMENSION)
        jdiv_round_up((long)cinfo->image_width, (long)DCTSIZE)",DIRECT_OVERRIDE,jdmaster.c,107,jpeg_core_output_dimensions,"if (cinfo->scale_num * DCTSIZE <= cinfo->scale_denom) {       /* Provide 1/block_size scaling */       cinfo->output_width = (JDIMENSION)         jdiv_round_up((long)cinfo->image_width, (long)DCTSIZE)"
jpeg_decompress_struct.src,== NULL,buffer,"(JOCTET *)
      (*cinfo->mem->alloc_small) ((j_common_ptr)cinfo, JPOOL_PERMANENT,
                                  INPUT_BUF_SIZE * sizeof(JOCTET))",DIRECT_OVERRIDE,jdatasrc.c,222,,"if (cinfo->src == NULL) {     /* first time for this JPEG object? */     cinfo->src = (struct jpeg_source_mgr *)       (*cinfo->mem->alloc_small) ((j_common_ptr)cinfo, JPOOL_PERMANENT,                "
jpeg_decompress_struct.two_pass_quantize,&& cinfo->enable_2pass_quant,is_dummy_pass,TRUE,DIRECT_OVERRIDE,jdmaster.c,794,prepare_for_output_pass,if (cinfo->two_pass_quantize && cinfo->enable_2pass_quant) {         cinfo->cquantize = master->quantizer_2pass;         master->pub.is_dummy_pass = TRUE;       } else if (cinfo->enable_1pass_quant) {
jpeg_decompress_struct.two_pass_quantize,&& cinfo->enable_2pass_quant,jpeg_decompress_struct.cquantize,master->quantizer_2pass,DIRECT_OVERRIDE,jdmaster.c,794,prepare_for_output_pass,if (cinfo->two_pass_quantize && cinfo->enable_2pass_quant) {         cinfo->cquantize = master->quantizer_2pass;         master->pub.is_dummy_pass = TRUE;       } else if (cinfo->enable_1pass_quant) {
jpeg_decompress_struct.unread_marker,== 0,insufficient_data,FALSE,DIRECT_OVERRIDE,jdhuff.c,538,process_restart,if (cinfo->unread_marker == 0)     entropy->pub.insufficient_data = FALSE;
jpeg_decompress_struct.unread_marker,== 0,insufficient_data,FALSE,DIRECT_OVERRIDE,jdlhuff.c,184,process_restart,if (cinfo->unread_marker == 0)     entropy->pub.insufficient_data = FALSE;
jpeg_decompress_struct.unread_marker,== 0,insufficient_data,FALSE,DIRECT_OVERRIDE,jdphuff.c,260,process_restart,if (cinfo->unread_marker == 0)     entropy->pub.insufficient_data = FALSE;
lossless,|| cinfo->Ss != 0 || cinfo->Ah == 0 || cinfo->arith_code,call_pass_startup,FALSE,DIRECT_OVERRIDE,jcmaster.c,611,prepare_for_pass,"if (cinfo->Ss != 0 || cinfo->Ah == 0 || cinfo->arith_code ||         cinfo->master->lossless) {       (*cinfo->entropy->start_pass) (cinfo, TRUE);       (*cinfo->coef->start_pass) (cinfo, JBUF_CRANK_D"
lossless,|| cinfo->progressive_mode,jpeg_compress_struct.optimize_coding,TRUE,DIRECT_OVERRIDE,jcmaster.c,910,jinit_c_master_control,if (cinfo->master->lossless ||      /*  TEMPORARY HACK ??? */         cinfo->progressive_mode)       cinfo->optimize_coding = TRUE;
mem_buffer,== NULL,b_s_open,TRUE,DIRECT_OVERRIDE,jmemmgr.c,768,realize_virt_arrays,if (sptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)sptr->rows_in_array - 1L) / sptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,b_s_open,TRUE,DIRECT_OVERRIDE,jmemmgr.c,792,realize_virt_arrays,if (bptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)bptr->rows_in_array - 1L) / bptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,cur_start_row,0,DIRECT_OVERRIDE,jmemmgr.c,768,realize_virt_arrays,if (sptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)sptr->rows_in_array - 1L) / sptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,cur_start_row,0,DIRECT_OVERRIDE,jmemmgr.c,792,realize_virt_arrays,if (bptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)bptr->rows_in_array - 1L) / bptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,dirty,FALSE,DIRECT_OVERRIDE,jmemmgr.c,768,realize_virt_arrays,if (sptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)sptr->rows_in_array - 1L) / sptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,dirty,FALSE,DIRECT_OVERRIDE,jmemmgr.c,792,realize_virt_arrays,if (bptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)bptr->rows_in_array - 1L) / bptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,first_undef_row,0,DIRECT_OVERRIDE,jmemmgr.c,768,realize_virt_arrays,if (sptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)sptr->rows_in_array - 1L) / sptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,first_undef_row,0,DIRECT_OVERRIDE,jmemmgr.c,792,realize_virt_arrays,if (bptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)bptr->rows_in_array - 1L) / bptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,rows_in_mem,sptr->rows_in_array,DIRECT_OVERRIDE,jmemmgr.c,768,realize_virt_arrays,if (sptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)sptr->rows_in_array - 1L) / sptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,rows_in_mem,(JDIMENSION)(max_minheights * sptr->maxaccess),DIRECT_OVERRIDE,jmemmgr.c,768,realize_virt_arrays,if (sptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)sptr->rows_in_array - 1L) / sptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,rows_in_mem,bptr->rows_in_array,DIRECT_OVERRIDE,jmemmgr.c,792,realize_virt_arrays,if (bptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)bptr->rows_in_array - 1L) / bptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,rows_in_mem,(JDIMENSION)(max_minheights * bptr->maxaccess),DIRECT_OVERRIDE,jmemmgr.c,792,realize_virt_arrays,if (bptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)bptr->rows_in_array - 1L) / bptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,rowsperchunk,mem->last_rowsperchunk,DIRECT_OVERRIDE,jmemmgr.c,768,realize_virt_arrays,if (sptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)sptr->rows_in_array - 1L) / sptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
mem_buffer,== NULL,rowsperchunk,mem->last_rowsperchunk,DIRECT_OVERRIDE,jmemmgr.c,792,realize_virt_arrays,if (bptr->mem_buffer == NULL) { /* if not realized yet */       minheights = ((long)bptr->rows_in_array - 1L) / bptr->maxaccess + 1L;       if (minheights <= max_minheights) {         /* This buffer f
n_bits,== MAX_LZW_BITS,maxcode,LZW_TABLE_SIZE,DIRECT_OVERRIDE,wrgif.c,157,,if (dinfo->n_bits == MAX_LZW_BITS)       dinfo->maxcode = LZW_TABLE_SIZE; /* free_code will never exceed this */     else       dinfo->maxcode = MAXCODE(dinfo->n_bits);
next_buf_row,== prep->next_buf_stop,next_buf_stop,prep->next_buf_row + cinfo->max_v_samp_factor,DIRECT_OVERRIDE,jcprepct.c,249,pre_process_context,"if (prep->next_buf_row == prep->next_buf_stop) {       (*cinfo->downsample->_downsample) (cinfo, prep->color_buf,                                          (JDIMENSION)prep->this_row_group,            "
next_buf_row,== prep->next_buf_stop,this_row_group,cinfo->max_v_samp_factor,DIRECT_OVERRIDE,jcprepct.c,249,pre_process_context,"if (prep->next_buf_row == prep->next_buf_stop) {       (*cinfo->downsample->_downsample) (cinfo, prep->color_buf,                                          (JDIMENSION)prep->this_row_group,            "
next_buf_row,== prep->next_buf_stop,this_row_group,0,DIRECT_OVERRIDE,jcprepct.c,249,pre_process_context,"if (prep->next_buf_row == prep->next_buf_stop) {       (*cinfo->downsample->_downsample) (cinfo, prep->color_buf,                                          (JDIMENSION)prep->this_row_group,            "
next_row,== 0,buffer,"(_JSAMPARRAY)(*cinfo->mem->access_virt_sarray)
        ((j_common_ptr)cinfo, post->whole_image,
         post->starting_row, post->strip_height, TRUE)",DIRECT_OVERRIDE,jdpostct.c,185,post_process_prepass,"if (post->next_row == 0) {     post->buffer = (_JSAMPARRAY)(*cinfo->mem->access_virt_sarray)         ((j_common_ptr)cinfo, post->whole_image,          post->starting_row, post->strip_height, TRUE);   "
next_row,== 0,buffer,"(_JSAMPARRAY)(*cinfo->mem->access_virt_sarray)
        ((j_common_ptr)cinfo, post->whole_image,
         post->starting_row, post->strip_height, FALSE)",DIRECT_OVERRIDE,jdpostct.c,228,post_process_2pass,"if (post->next_row == 0) {     post->buffer = (_JSAMPARRAY)(*cinfo->mem->access_virt_sarray)         ((j_common_ptr)cinfo, post->whole_image,          post->starting_row, post->strip_height, FALSE);  "
next_row,>= post->strip_height,starting_row,post->strip_height,DIRECT_OVERRIDE,jdpostct.c,207,post_process_prepass,if (post->next_row >= post->strip_height) {     post->starting_row += post->strip_height;     post->next_row = 0;   }
next_row,>= post->strip_height,starting_row,post->strip_height,DIRECT_OVERRIDE,jdpostct.c,252,post_process_2pass,if (post->next_row >= post->strip_height) {     post->starting_row += post->strip_height;     post->next_row = 0;   }
optimize,|| t[i].options & TJXOPT_OPTIMIZE,jpeg_compress_struct.optimize_coding,TRUE,DIRECT_OVERRIDE,turbojpeg.c,2976,,if (this->optimize || t[i].options & TJXOPT_OPTIMIZE)       cinfo->optimize_coding = TRUE;
pass_type,== main_pass,pass_type,output_pass,CASCADE,jcmaster.c,689,finish_pass_master,switch(pass_type) case main_pass
pass_type,== huff_opt_pass,pass_type,output_pass,CASCADE,jcmaster.c,689,finish_pass_master,switch(pass_type) case huff_opt_pass
pass_type,== output_pass,pass_type,huff_opt_pass,CASCADE,jcmaster.c,689,finish_pass_master,switch(pass_type) case output_pass
pixel_size,== 1,get_pixel_rows,get_8bit_gray_row,DIRECT_OVERRIDE,rdtarga.c,412,,"if (source->pixel_size == 1)       source->get_pixel_rows = get_8bit_gray_row;     else       ERREXIT(cinfo, JERR_TGA_BADPARMS);"
pixel_size,== 2,get_pixel_rows,get_16bit_row,CASCADE,rdtarga.c,393,start_input_tga,switch(pixel_size) case 2
pixel_size,== 3,get_pixel_rows,get_24bit_row,CASCADE,rdtarga.c,393,start_input_tga,switch(pixel_size) case 3
pixel_size,== 4,get_pixel_rows,get_32bit_row,CASCADE,rdtarga.c,393,start_input_tga,switch(pixel_size) case 4
progress,!= NULL,completed_passes,master->pass_number,DIRECT_OVERRIDE,jcmaster.c,647,prepare_for_pass,if (cinfo->progress != NULL) {     cinfo->progress->completed_passes = master->pass_number;     cinfo->progress->total_passes = master->total_passes;   }
progress,!= NULL,completed_passes,master->pass_number,DIRECT_OVERRIDE,jdmaster.c,818,prepare_for_output_pass,if (cinfo->progress != NULL) {     cinfo->progress->completed_passes = master->pass_number;     cinfo->progress->total_passes = master->pass_number +                                     (master->pub.i
progress,!= NULL,completed_passes,0,DIRECT_OVERRIDE,jdtrans.c,145,transdecode_master_selection,if (cinfo->progress != NULL) {     int nscans;     /* Estimate number of scans to set pass_limit. */     if (cinfo->progressive_mode) {       /* Arbitrarily estimate 2 interleaved DC scans + 3 AC scan
progress,!= NULL,pass_counter,(long)iMCU_row,DIRECT_OVERRIDE,jcapimin.c,189,,if (cinfo->progress != NULL) {         cinfo->progress->pass_counter = (long)iMCU_row;         cinfo->progress->pass_limit = (long)cinfo->total_iMCU_rows;         (*cinfo->progress->progress_monitor) 
progress,!= NULL,pass_counter,(long)cinfo->next_scanline,DIRECT_OVERRIDE,jcapistd.c,113,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->next_scanline;     cinfo->progress->pass_limit = (long)cinfo->image_height;     (*cinfo->progress->progress_monitor) ((j
progress,!= NULL,pass_counter,(long)cinfo->next_scanline,DIRECT_OVERRIDE,jcapistd.c,172,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->next_scanline;     cinfo->progress->pass_limit = (long)cinfo->image_height;     (*cinfo->progress->progress_monitor) ((j
progress,!= NULL,pass_counter,(long)cinfo->output_scanline,DIRECT_OVERRIDE,jdapistd.c,124,,if (cinfo->progress != NULL) {         cinfo->progress->pass_counter = (long)cinfo->output_scanline;         cinfo->progress->pass_limit = (long)cinfo->output_height;         (*cinfo->progress->progre
progress,!= NULL,pass_counter,(long)cinfo->output_scanline,DIRECT_OVERRIDE,jdapistd.c,349,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->output_scanline;     cinfo->progress->pass_limit = (long)cinfo->output_height;     (*cinfo->progress->progress_monitor) 
progress,!= NULL,pass_counter,(long)cinfo->output_scanline,DIRECT_OVERRIDE,jdapistd.c,693,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->output_scanline;     cinfo->progress->pass_limit = (long)cinfo->output_height;     (*cinfo->progress->progress_monitor) 
progress,!= NULL,pass_counter,0L,DIRECT_OVERRIDE,jdtrans.c,145,transdecode_master_selection,if (cinfo->progress != NULL) {     int nscans;     /* Estimate number of scans to set pass_limit. */     if (cinfo->progressive_mode) {       /* Arbitrarily estimate 2 interleaved DC scans + 3 AC scan
progress,!= NULL,pass_limit,(long)cinfo->total_iMCU_rows,DIRECT_OVERRIDE,jcapimin.c,189,,if (cinfo->progress != NULL) {         cinfo->progress->pass_counter = (long)iMCU_row;         cinfo->progress->pass_limit = (long)cinfo->total_iMCU_rows;         (*cinfo->progress->progress_monitor) 
progress,!= NULL,pass_limit,(long)cinfo->image_height,DIRECT_OVERRIDE,jcapistd.c,113,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->next_scanline;     cinfo->progress->pass_limit = (long)cinfo->image_height;     (*cinfo->progress->progress_monitor) ((j
progress,!= NULL,pass_limit,(long)cinfo->image_height,DIRECT_OVERRIDE,jcapistd.c,172,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->next_scanline;     cinfo->progress->pass_limit = (long)cinfo->image_height;     (*cinfo->progress->progress_monitor) ((j
progress,!= NULL,pass_limit,(long)cinfo->output_height,DIRECT_OVERRIDE,jdapistd.c,124,,if (cinfo->progress != NULL) {         cinfo->progress->pass_counter = (long)cinfo->output_scanline;         cinfo->progress->pass_limit = (long)cinfo->output_height;         (*cinfo->progress->progre
progress,!= NULL,pass_limit,(long)cinfo->output_height,DIRECT_OVERRIDE,jdapistd.c,349,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->output_scanline;     cinfo->progress->pass_limit = (long)cinfo->output_height;     (*cinfo->progress->progress_monitor) 
progress,!= NULL,pass_limit,(long)cinfo->output_height,DIRECT_OVERRIDE,jdapistd.c,693,,if (cinfo->progress != NULL) {     cinfo->progress->pass_counter = (long)cinfo->output_scanline;     cinfo->progress->pass_limit = (long)cinfo->output_height;     (*cinfo->progress->progress_monitor) 
progress,!= NULL,pass_limit,(long)cinfo->total_iMCU_rows * nscans,DIRECT_OVERRIDE,jdtrans.c,145,transdecode_master_selection,if (cinfo->progress != NULL) {     int nscans;     /* Estimate number of scans to set pass_limit. */     if (cinfo->progressive_mode) {       /* Arbitrarily estimate 2 interleaved DC scans + 3 AC scan
progress,!= NULL,total_passes,master->total_passes,DIRECT_OVERRIDE,jcmaster.c,647,prepare_for_pass,if (cinfo->progress != NULL) {     cinfo->progress->completed_passes = master->pass_number;     cinfo->progress->total_passes = master->total_passes;   }
progress,!= NULL,total_passes,"master->pass_number +
                                    (master->pub.is_dummy_pass ? 2 : 1)",DIRECT_OVERRIDE,jdmaster.c,818,prepare_for_output_pass,if (cinfo->progress != NULL) {     cinfo->progress->completed_passes = master->pass_number;     cinfo->progress->total_passes = master->pass_number +                                     (master->pub.i
progress,!= NULL,total_passes,(cinfo->enable_2pass_quant ? 2 : 1),DIRECT_OVERRIDE,jdmaster.c,818,prepare_for_output_pass,if (cinfo->progress != NULL) {     cinfo->progress->completed_passes = master->pass_number;     cinfo->progress->total_passes = master->pass_number +                                     (master->pub.i
progress,!= NULL,total_passes,1,DIRECT_OVERRIDE,jdtrans.c,145,transdecode_master_selection,if (cinfo->progress != NULL) {     int nscans;     /* Estimate number of scans to set pass_limit. */     if (cinfo->progressive_mode) {       /* Arbitrarily estimate 2 interleaved DC scans + 3 AC scan
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcarith.c,379,encode_mcu_DC_first,"if (entropy->restarts_to_go == 0) {       emit_restart(cinfo, entropy->next_restart_num);       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->nex"
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcarith.c,469,encode_mcu_AC_first,"if (entropy->restarts_to_go == 0) {       emit_restart(cinfo, entropy->next_restart_num);       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->nex"
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcarith.c,566,encode_mcu_DC_refine,"if (entropy->restarts_to_go == 0) {       emit_restart(cinfo, entropy->next_restart_num);       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->nex"
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcarith.c,603,encode_mcu_AC_refine,"if (entropy->restarts_to_go == 0) {       emit_restart(cinfo, entropy->next_restart_num);       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->nex"
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcarith.c,697,encode_mcu,"if (entropy->restarts_to_go == 0) {       emit_restart(cinfo, entropy->next_restart_num);       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->nex"
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jchuff.c,752,encode_mcu_huff,if (entropy->restarts_to_go == 0) {       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->next_restart_num &= 7;     }
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jclhuff.c,401,encode_mcus_huff,if (entropy->restarts_to_go == 0) {         entropy->restarts_to_go = cinfo->restart_interval;         entropy->next_restart_num++;         entropy->next_restart_num &= 7;       }
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcphuff.c,529,encode_mcu_DC_first,if (entropy->restarts_to_go == 0) {       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->next_restart_num &= 7;     }
